,club_id,name,country_id,foundation_date,value,stadium,squad_size,average_age,national_players,current_transform_record,foriegners
405,c-868,MKE Ankaragücü,n-174,,29.95m,Eryaman Stadyumu,31,26.0,4,-1550000.0,16
406,c-36,Fenerbahce,n-174,,172.40m,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,28,26.9,15,-13710000.0,15
407,c-141,Galatasaray,n-174,,176.43m,Ali Sami Yen Spor Kompleksi NEF Stadyumu,29,25.9,12,-32439999.999999996,16
408,c-114,Besiktas JK,n-174,,112.88m,Vodafone Park,29,27.7,14,-15150000.0,15
409,c-449,Trabzonspor,n-174,,119.45m,Şenol Güneş Spor Kompleksi,30,25.7,13,1810000.0,13
410,c-6890,Basaksehir FK,n-174,,46.95m,Başakşehir Fatih Terim,29,26.5,7,1850000.0,13
411,c-11282,Alanyaspor,n-174,,38.58m,Kırbıyık Holding Stadyumu,30,25.9,4,0.0,14
412,c-10484,Kasimpasa,n-174,,37.63m,Recep Tayyip Erdoğan Stadyumu,33,27.5,4,4800000.0,17
413,c-6646,Fatih Karagümrük,n-174,,32.38m,Atatürk Olimpiyat,30,26.3,4,1830000.0,17
414,c-1467,Göztepe,n-174,,9.03m,Gürsel Aksel Stadyumu,31,23.3,0,1600000.0,10
415,c-7775,Hatayspor,n-174,,7.15m,Yeni Hatay Stadyumu,12,29.5,2,-410000.0,7
416,c-2381,Sivasspor,n-174,,25.68m,Yeni 4 Eylül Stadı,31,28.5,5,-100000.0,17
417,c-126,Caykur Rizespor,n-174,,11.43m,Çaykur Didi,32,26.9,1,-529000.0,9
418,c-589,Antalyaspor,n-174,,40.40m,Corendon Airlines Park Antalya Stadı,31,26.4,5,2120000.0,17
419,c-2293,Konyaspor,n-174,,36.40m,Medaş Konya Büyükşehir Stadyumu,29,26.8,7,6560000.0,15
420,c-19789,Yeni Malatyaspor,n-174,,875k,Yeni Malatya Stadyumu,10,23.0,0,778000.0,1
421,c-2832,Gaziantep FK,n-174,,1.75m,Kalyon Stadyumu,6,23.0,0,192000.0,3
422,c-3205,Kayserispor,n-174,,25.13m,RHG Enertürk Enerji Stadyumu,28,25.6,3,3000000.0,13
423,c-868,MKE Ankaragücü,n-174,,29.95m,Eryaman Stadyumu,31,26.0,4,-1550000.0,16
424,c-820,Genclerbirligi Ankara,n-174,,6.00m,Eryaman Stadyumu,34,26.1,1,195000.0,10
425,c-39722,Erzurumspor FK,n-174,,3.43m,Erzurum Kazım Karabekir,28,26.1,1,70000.0,7
426,c-833,Denizlispor,n-174,,2.58m,Denizli Atatürk Stadı,26,25.9,1,0.0,3
427,c-36,Fenerbahce,n-174,,172.40m,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,28,26.9,15,-13710000.0,15
428,c-141,Galatasaray,n-174,,176.43m,Ali Sami Yen Spor Kompleksi NEF Stadyumu,29,25.9,12,-32439999.999999996,16
429,c-449,Trabzonspor,n-174,,119.45m,Şenol Güneş Spor Kompleksi,30,25.7,13,1810000.0,13
430,c-114,Besiktas JK,n-174,,112.88m,Vodafone Park,29,27.7,14,-15150000.0,15
431,c-6890,Basaksehir FK,n-174,,46.95m,Başakşehir Fatih Terim,29,26.5,7,1850000.0,13
432,c-11282,Alanyaspor,n-174,,38.58m,Kırbıyık Holding Stadyumu,30,25.9,4,0.0,14
433,c-2293,Konyaspor,n-174,,36.40m,Medaş Konya Büyükşehir Stadyumu,29,26.8,7,6560000.0,15
434,c-3840,Adana Demirspor,n-174,,38.75m,Yeni Adana Stadyumu,28,27.2,3,6120000.0,15
435,c-10484,Kasimpasa,n-174,,37.63m,Recep Tayyip Erdoğan Stadyumu,33,27.5,4,4800000.0,17
436,c-3205,Kayserispor,n-174,,25.13m,RHG Enertürk Enerji Stadyumu,28,25.6,3,3000000.0,13
437,c-589,Antalyaspor,n-174,,40.40m,Corendon Airlines Park Antalya Stadı,31,26.4,5,2120000.0,17
438,c-7775,Hatayspor,n-174,,7.15m,Yeni Hatay Stadyumu,12,29.5,2,-410000.0,7
439,c-6646,Fatih Karagümrük,n-174,,32.38m,Atatürk Olimpiyat,30,26.3,4,1830000.0,17
440,c-11688,Giresunspor,n-174,,16.10m,Çotanak Spor Kompleksi,26,25.5,4,284000.0,10
441,c-2381,Sivasspor,n-174,,25.68m,Yeni 4 Eylül Stadı,31,28.5,5,-100000.0,17
442,c-2832,Gaziantep FK,n-174,,1.75m,Kalyon Stadyumu,6,23.0,0,192000.0,3
443,c-1467,Göztepe,n-174,,9.03m,Gürsel Aksel Stadyumu,31,23.3,0,1600000.0,10
444,c-126,Caykur Rizespor,n-174,,11.43m,Çaykur Didi,32,26.9,1,-529000.0,9
445,c-19789,Yeni Malatyaspor,n-174,,875k,Yeni Malatya Stadyumu,10,23.0,0,778000.0,1
446,c-2375,Altay SK,n-174,,3.98m,Alsancak Mustafa Denizli Stadı,31,25.3,0,1420000.0,3
447,c-141,Galatasaray,n-174,"Oct 1, 1905",176.43m,Ali Sami Yen Spor Kompleksi NEF Stadyumu,29,25.9,12,-32439999.999999996,16
448,c-36,Fenerbahce,n-174,"May 3, 1907",172.40m,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,28,26.9,15,-13710000.0,15
449,c-449,Trabzonspor,n-174,"Aug 2, 1967",119.45m,Şenol Güneş Spor Kompleksi,30,25.7,13,1810000.0,13
450,c-114,Besiktas JK,n-174,"Mar 3, 1903",112.88m,Vodafone Park,29,27.7,14,-15150000.0,15
451,c-6890,Basaksehir FK,n-174,"Jun 5, 2014",46.95m,Başakşehir Fatih Terim,29,26.5,7,1850000.0,13
452,c-589,Antalyaspor,n-174,"Jul 2, 1966",40.40m,Corendon Airlines Park Antalya Stadı,31,26.4,5,2120000.0,17
453,c-3840,Adana Demirspor,n-174,"Dec 28, 1940",38.75m,Yeni Adana Stadyumu,28,27.2,3,6120000.0,15
454,c-11282,Alanyaspor,n-174,"Jan 1, 1948",38.58m,Kırbıyık Holding Stadyumu,30,25.9,4,0.0,14
455,c-10484,Kasimpasa,n-174,"Jan 1, 1921",37.63m,Recep Tayyip Erdoğan Stadyumu,33,27.5,4,4800000.0,17
456,c-2293,Konyaspor,n-174,"Jun 22, 1922",36.40m,Medaş Konya Büyükşehir Stadyumu,29,26.8,7,6560000.0,15
457,c-6646,Fatih Karagümrük,n-174,www.karagumruk.com,32.38m,Atatürk Olimpiyat,30,26.3,4,1830000.0,17
458,c-868,MKE Ankaragücü,n-174,"Aug 31, 1910",29.95m,Eryaman Stadyumu,31,26.0,4,-1550000.0,16
459,c-2381,Sivasspor,n-174,"May 9, 1967",25.68m,Yeni 4 Eylül Stadı,31,28.5,5,-100000.0,17
460,c-3205,Kayserispor,n-174,"Jul 1, 1966",25.13m,RHG Enertürk Enerji Stadyumu,28,25.6,3,3000000.0,13
461,c-11688,Giresunspor,n-174,"Mar 31, 1967",16.10m,Çotanak Spor Kompleksi,26,25.5,4,284000.0,10
462,c-924,Istanbulspor,n-174,"Jan 4, 1926",15.33m,Esenyurt Necmi Kadıoğlu Stadyumu,34,24.8,5,2000000.0,17
463,c-24245,Ümraniyespor,n-174,+90 (216) 6302009 ,10.88m,Ümraniye Belediyesi Şehir Stadı,23,28.4,2,0.0,9
464,c-7775,Hatayspor,n-174,"Nov 30, 1966",7.15m,Yeni Hatay Stadyumu,12,29.5,2,-410000.0,7
465,c-2832,Gaziantep FK,n-174,"Jun 30, 1988",1.75m,Kalyon Stadyumu,6,23.0,0,192000.0,3
466,c-610,Ajax Amsterdam,n-122,,280.15m,Johan Cruijff ArenA,26,24.3,15,103520000.0,11
467,c-383,PSV Eindhoven,n-122,,201.60m,Philips Stadion,24,25.6,8,83750000.0,14
468,c-317,Twente Enschede FC,n-122,,43.83m,De Grolsch Veste,24,25.4,4,-500000.0,10
469,c-1090,AZ Alkmaar,n-122,,107.90m,AFAS Stadion,28,23.1,8,8210000.000000001,11
470,c-234,Feyenoord Rotterdam,n-122,,183.00m,"Stadion Feyenoord ""De Kuip""",27,23.5,13,35130000.0,16
471,c-200,FC Utrecht,n-122,,50.83m,"Stadion ""Galgenwaard""",30,25.6,5,8800000.0,13
472,c-306,SC Heerenveen,n-122,,36.20m,Abe Lenstra Stadion,26,24.7,2,4950000.0,12
473,c-202,FC Groningen,n-122,,34.15m,Euroborg,29,22.9,5,15970000.0,14
474,c-499,Vitesse Arnhem,n-122,,39.68m,GelreDome,28,23.7,4,-1200000.0,13
475,c-192,Roda JC Kerkrade,n-122,,7.90m,Parkstad Limburg Stadion,25,24.0,0,1300000.0,9
476,c-467,NEC Nijmegen,n-122,,21.68m,Goffertstadion,27,24.2,1,-1000000.0,9
477,c-132,NAC Breda,n-122,,9.40m,Rat Verlegh Stadion,32,23.7,2,115000.0,10
478,c-1268,ADO Den Haag,n-122,,8.88m,Bingoal Stadion,34,23.5,4,0.0,9
479,c-1304,Heracles Almelo,n-122,,10.88m,Erve Asito,29,24.2,0,5750000.0,18
480,c-1426,VVV-Venlo,n-122,,7.98m,Covebo Stadion - De Koel ,28,22.9,0,0.0,7
481,c-642,De Graafschap Doetinchem,n-122,,6.40m,"Stadion ""De Vijverberg""",30,23.7,0,0.0,6
482,c-403,Willem II Tilburg,n-122,,9.40m,Koning Willem II Stadion,27,25.9,0,385000.0,7
483,c-798,Excelsior Rotterdam,n-122,,14.68m,Van Donge & De Roo Stadion - Woudestein,28,23.6,1,2630000.0,10
484,c-610,Ajax Amsterdam,n-122,,280.15m,Johan Cruijff ArenA,26,24.3,15,103520000.0,11
485,c-383,PSV Eindhoven,n-122,,201.60m,Philips Stadion,24,25.6,8,83750000.0,14
486,c-317,Twente Enschede FC,n-122,,43.83m,De Grolsch Veste,24,25.4,4,-500000.0,10
487,c-1090,AZ Alkmaar,n-122,,107.90m,AFAS Stadion,28,23.1,8,8210000.000000001,11
488,c-234,Feyenoord Rotterdam,n-122,,183.00m,"Stadion Feyenoord ""De Kuip""",27,23.5,13,35130000.0,16
489,c-499,Vitesse Arnhem,n-122,,39.68m,GelreDome,28,23.7,4,-1200000.0,13
490,c-306,SC Heerenveen,n-122,,36.20m,Abe Lenstra Stadion,26,24.7,2,4950000.0,12
491,c-202,FC Groningen,n-122,,34.15m,Euroborg,29,22.9,5,15970000.0,14
492,c-200,FC Utrecht,n-122,,50.83m,"Stadion ""Galgenwaard""",30,25.6,5,8800000.0,13
493,c-192,Roda JC Kerkrade,n-122,,7.90m,Parkstad Limburg Stadion,25,24.0,0,1300000.0,9
494,c-467,NEC Nijmegen,n-122,,21.68m,Goffertstadion,27,24.2,1,-1000000.0,9
495,c-1268,ADO Den Haag,n-122,,8.88m,Bingoal Stadion,34,23.5,4,0.0,9
496,c-1426,VVV-Venlo,n-122,,7.98m,Covebo Stadion - De Koel ,28,22.9,0,0.0,7
497,c-132,NAC Breda,n-122,,9.40m,Rat Verlegh Stadion,32,23.7,2,115000.0,10
498,c-1304,Heracles Almelo,n-122,,10.88m,Erve Asito,29,24.2,0,5750000.0,18
499,c-642,De Graafschap Doetinchem,n-122,,6.40m,"Stadion ""De Vijverberg""",30,23.7,0,0.0,6
500,c-235,RKC Waalwijk,n-122,,13.68m,Mandemakers Stadion,28,26.1,5,3000000.0,16
501,c-798,Excelsior Rotterdam,n-122,,14.68m,Van Donge & De Roo Stadion - Woudestein,28,23.6,1,2630000.0,10
502,c-610,Ajax Amsterdam,n-122,,280.15m,Johan Cruijff ArenA,26,24.3,15,103520000.0,11
503,c-383,PSV Eindhoven,n-122,,201.60m,Philips Stadion,24,25.6,8,83750000.0,14
504,c-317,Twente Enschede FC,n-122,,43.83m,De Grolsch Veste,24,25.4,4,-500000.0,10
505,c-499,Vitesse Arnhem,n-122,,39.68m,GelreDome,28,23.7,4,-1200000.0,13
506,c-1090,AZ Alkmaar,n-122,,107.90m,AFAS Stadion,28,23.1,8,8210000.000000001,11
507,c-234,Feyenoord Rotterdam,n-122,,183.00m,"Stadion Feyenoord ""De Kuip""",27,23.5,13,35130000.0,16
508,c-306,SC Heerenveen,n-122,,36.20m,Abe Lenstra Stadion,26,24.7,2,4950000.0,12
509,c-200,FC Utrecht,n-122,,50.83m,"Stadion ""Galgenwaard""",30,25.6,5,8800000.0,13
510,c-202,FC Groningen,n-122,,34.15m,Euroborg,29,22.9,5,15970000.0,14
511,c-467,NEC Nijmegen,n-122,,21.68m,Goffertstadion,27,24.2,1,-1000000.0,9
512,c-1304,Heracles Almelo,n-122,,10.88m,Erve Asito,29,24.2,0,5750000.0,18
513,c-1268,ADO Den Haag,n-122,,8.88m,Bingoal Stadion,34,23.5,4,0.0,9
514,c-1426,VVV-Venlo,n-122,,7.98m,Covebo Stadion - De Koel ,28,22.9,0,0.0,7
515,c-192,Roda JC Kerkrade,n-122,,7.90m,Parkstad Limburg Stadion,25,24.0,0,1300000.0,9
516,c-132,NAC Breda,n-122,,9.40m,Rat Verlegh Stadion,32,23.7,2,115000.0,10
517,c-235,RKC Waalwijk,n-122,,13.68m,Mandemakers Stadion,28,26.1,5,3000000.0,16
518,c-1269,PEC Zwolle,n-122,,12.28m,MAC³PARK stadion,34,24.2,2,2530000.0,10
519,c-403,Willem II Tilburg,n-122,,9.40m,Koning Willem II Stadion,27,25.9,0,385000.0,7
520,c-610,Ajax Amsterdam,n-122,,280.15m,Johan Cruijff ArenA,26,24.3,15,103520000.0,11
521,c-383,PSV Eindhoven,n-122,,201.60m,Philips Stadion,24,25.6,8,83750000.0,14
522,c-499,Vitesse Arnhem,n-122,,39.68m,GelreDome,28,23.7,4,-1200000.0,13
523,c-234,Feyenoord Rotterdam,n-122,,183.00m,"Stadion Feyenoord ""De Kuip""",27,23.5,13,35130000.0,16
524,c-317,Twente Enschede FC,n-122,,43.83m,De Grolsch Veste,24,25.4,4,-500000.0,10
525,c-1090,AZ Alkmaar,n-122,,107.90m,AFAS Stadion,28,23.1,8,8210000.000000001,11
526,c-306,SC Heerenveen,n-122,,36.20m,Abe Lenstra Stadion,26,24.7,2,4950000.0,12
527,c-200,FC Utrecht,n-122,,50.83m,"Stadion ""Galgenwaard""",30,25.6,5,8800000.0,13
528,c-202,FC Groningen,n-122,,34.15m,Euroborg,29,22.9,5,15970000.0,14
529,c-1268,ADO Den Haag,n-122,,8.88m,Bingoal Stadion,34,23.5,4,0.0,9
530,c-1304,Heracles Almelo,n-122,,10.88m,Erve Asito,29,24.2,0,5750000.0,18
531,c-1269,PEC Zwolle,n-122,,12.28m,MAC³PARK stadion,34,24.2,2,2530000.0,10
532,c-467,NEC Nijmegen,n-122,,21.68m,Goffertstadion,27,24.2,1,-1000000.0,9
533,c-192,Roda JC Kerkrade,n-122,,7.90m,Parkstad Limburg Stadion,25,24.0,0,1300000.0,9
534,c-132,NAC Breda,n-122,,9.40m,Rat Verlegh Stadion,32,23.7,2,115000.0,10
535,c-235,RKC Waalwijk,n-122,,13.68m,Mandemakers Stadion,28,26.1,5,3000000.0,16
536,c-133,SC Cambuur Leeuwarden,n-122,,16.73m,Cambuurstadion,30,25.8,5,-550000.0,12
537,c-1435,Go Ahead Eagles,n-122,,12.23m,De Adelaarshorst,27,23.4,0,750000.0,11
538,c-610,Ajax Amsterdam,n-122,,280.15m,Johan Cruijff ArenA,26,24.3,15,103520000.0,11
539,c-383,PSV Eindhoven,n-122,,201.60m,Philips Stadion,24,25.6,8,83750000.0,14
540,c-234,Feyenoord Rotterdam,n-122,,183.00m,"Stadion Feyenoord ""De Kuip""",27,23.5,13,35130000.0,16
541,c-317,Twente Enschede FC,n-122,,43.83m,De Grolsch Veste,24,25.4,4,-500000.0,10
542,c-499,Vitesse Arnhem,n-122,,39.68m,GelreDome,28,23.7,4,-1200000.0,13
543,c-1090,AZ Alkmaar,n-122,,107.90m,AFAS Stadion,28,23.1,8,8210000.000000001,11
544,c-306,SC Heerenveen,n-122,,36.20m,Abe Lenstra Stadion,26,24.7,2,4950000.0,12
545,c-202,FC Groningen,n-122,,34.15m,Euroborg,29,22.9,5,15970000.0,14
546,c-200,FC Utrecht,n-122,,50.83m,"Stadion ""Galgenwaard""",30,25.6,5,8800000.0,13
547,c-1269,PEC Zwolle,n-122,,12.28m,MAC³PARK stadion,34,24.2,2,2530000.0,10
548,c-1268,ADO Den Haag,n-122,,8.88m,Bingoal Stadion,34,23.5,4,0.0,9
549,c-132,NAC Breda,n-122,,9.40m,Rat Verlegh Stadion,32,23.7,2,115000.0,10
550,c-1304,Heracles Almelo,n-122,,10.88m,Erve Asito,29,24.2,0,5750000.0,18
551,c-133,SC Cambuur Leeuwarden,n-122,,16.73m,Cambuurstadion,30,25.8,5,-550000.0,12
552,c-1435,Go Ahead Eagles,n-122,,12.23m,De Adelaarshorst,27,23.4,0,750000.0,11
553,c-403,Willem II Tilburg,n-122,,9.40m,Koning Willem II Stadion,27,25.9,0,385000.0,7
554,c-798,Excelsior Rotterdam,n-122,,14.68m,Van Donge & De Roo Stadion - Woudestein,28,23.6,1,2630000.0,10
555,c-1455,FC Dordrecht,n-122,,5.45m,Matchoholic Stadion,29,23.3,1,0.0,12
556,c-610,Ajax Amsterdam,n-122,,280.15m,Johan Cruijff ArenA,26,24.3,15,103520000.0,11
557,c-383,PSV Eindhoven,n-122,,201.60m,Philips Stadion,24,25.6,8,83750000.0,14
558,c-234,Feyenoord Rotterdam,n-122,,183.00m,"Stadion Feyenoord ""De Kuip""",27,23.5,13,35130000.0,16
559,c-1090,AZ Alkmaar,n-122,,107.90m,AFAS Stadion,28,23.1,8,8210000.000000001,11
560,c-317,Twente Enschede FC,n-122,,43.83m,De Grolsch Veste,24,25.4,4,-500000.0,10
561,c-499,Vitesse Arnhem,n-122,,39.68m,GelreDome,28,23.7,4,-1200000.0,13
562,c-200,FC Utrecht,n-122,,50.83m,"Stadion ""Galgenwaard""",30,25.6,5,8800000.0,13
563,c-202,FC Groningen,n-122,,34.15m,Euroborg,29,22.9,5,15970000.0,14
564,c-306,SC Heerenveen,n-122,,36.20m,Abe Lenstra Stadion,26,24.7,2,4950000.0,12
565,c-1269,PEC Zwolle,n-122,,12.28m,MAC³PARK stadion,34,24.2,2,2530000.0,10
566,c-403,Willem II Tilburg,n-122,,9.40m,Koning Willem II Stadion,27,25.9,0,385000.0,7
567,c-467,NEC Nijmegen,n-122,,21.68m,Goffertstadion,27,24.2,1,-1000000.0,9
568,c-1268,ADO Den Haag,n-122,,8.88m,Bingoal Stadion,34,23.5,4,0.0,9
569,c-1304,Heracles Almelo,n-122,,10.88m,Erve Asito,29,24.2,0,5750000.0,18
570,c-192,Roda JC Kerkrade,n-122,,7.90m,Parkstad Limburg Stadion,25,24.0,0,1300000.0,9
571,c-133,SC Cambuur Leeuwarden,n-122,,16.73m,Cambuurstadion,30,25.8,5,-550000.0,12
572,c-798,Excelsior Rotterdam,n-122,,14.68m,Van Donge & De Roo Stadion - Woudestein,28,23.6,1,2630000.0,10
573,c-642,De Graafschap Doetinchem,n-122,,6.40m,"Stadion ""De Vijverberg""",30,23.7,0,0.0,6
574,c-610,Ajax Amsterdam,n-122,,280.15m,Johan Cruijff ArenA,26,24.3,15,103520000.0,11
575,c-383,PSV Eindhoven,n-122,,201.60m,Philips Stadion,24,25.6,8,83750000.0,14
576,c-234,Feyenoord Rotterdam,n-122,,183.00m,"Stadion Feyenoord ""De Kuip""",27,23.5,13,35130000.0,16
577,c-1090,AZ Alkmaar,n-122,,107.90m,AFAS Stadion,28,23.1,8,8210000.000000001,11
578,c-317,Twente Enschede FC,n-122,,43.83m,De Grolsch Veste,24,25.4,4,-500000.0,10
579,c-200,FC Utrecht,n-122,,50.83m,"Stadion ""Galgenwaard""",30,25.6,5,8800000.0,13
580,c-306,SC Heerenveen,n-122,,36.20m,Abe Lenstra Stadion,26,24.7,2,4950000.0,12
581,c-499,Vitesse Arnhem,n-122,,39.68m,GelreDome,28,23.7,4,-1200000.0,13
